hscode,description
2404.19,"Products containing tobacco or nicotine substitutes, intended for inhalation without combustion"
2404.91,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, for oral application"
2404.92,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, for transdermal application"
2404.99,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, by ways other than inhalation, and other than oral or transdermal application"
2501.00,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water
2502.00,Iron pyrites; unroasted
2503.00,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur"
2504.10,"Graphite; natural, in powder or in flakes"
2504.90,"Graphite; natural, in other forms, excluding powder or flakes"
2505.10,"Sands; natural, silica and quartz sands, whether or not coloured"
2505.90,"Sands; natural, (other than silica and quartz sands), whether or not coloured, (other than metal-bearing sands of chapter 26)"
2506.10,Quartz; other than natural sands
2506.20,"Quartzite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
2507.00,Kaolin and other kaolinic clays; whether or not calcined
2508.10,"Clays (excluding expanded clays of heading no. 6806); bentonite, whether or not calcined"
2508.30,"Clays (excluding expanded clays of heading no. 6806); fireclay, whether or not calcined"
2508.40,"Clays (excluding expanded clays of heading no. 6806); n.e.c. in heading no. 2508, whether or not calcined"
2508.50,"Clays (excluding expanded clays of heading no. 6806); andalusite, kyanite and sillimanite, whether or not calcined"
2508.60,Clays (excluding expanded clays of heading no. 6806); mullite
2508.70,Clays (excluding expanded clays of heading no. 6806); chamotte or dinas earths
2509.00,Chalk
2510.10,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; unground"
2510.20,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground"
2511.10,Barium sulphate (barytes); natural
2511.20,"Barium carbonate (witherite); natural, whether or not calcined, other than barium oxide of heading no. 2816"
2512.00,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less"
2513.10,"Pumice stone, whether or not heat treated"
2513.20,"Emery, natural corundum, natural garnet and other natural abrasives, whether or not heat-treated"
2514.00,"Slate; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
2515.11,"Marble and travertine; having a specific gravity of 2.5 or more, crude or roughly trimmed by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
2515.12,"Marble and travertine; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape, having a specific gravity of 2.5 or more"
2515.20,"Ecaussine and other calcareous monumental or building stone; alabaster, having a specific gravity of 2.5 or more"
2516.11,Granite; crude or roughly trimmed
2516.12,"Granite; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
2516.20,"Sandstone;. whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape"
2516.90,"Monumental or building stone; n.e.c. in heading no. 2516, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
2517.10,"Pebbles, gravel, broken or crushed stone; of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated"
2517.20,"Macadam of slag, dross or similar industrial waste; whether or not incorporating the materials in Tariff item 2517.10.00"
2517.30,Tarred macadam
2517.41,"Stones; of marble, in granules, chippings and powder, whether or not heat-treated"
2517.49,"Stones; of heading no. 2515 or 2516 (excluding marble), in granules, chippings and powder, whether or not heat-treated"
2518.10,"Dolomite, not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape"
2518.20,"Dolomite, calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape"
2519.10,Magnesium carbonate (magnesite); natural
2519.90,"Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)"
2520.10,Gypsum; anhydrite
2520.20,"Plasters; (consisting of calcined gypsum or calcium sulphate), whether or not coloured, with or without small quantities of accelerators or retarders"
2521.00,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement"
2522.10,Quicklime; excluding calcium oxide and hydroxide of heading no. 2825
2522.20,Slaked lime; excluding calcium oxide and hydroxide of heading no. 2825
2522.30,Hydraulic lime; excluding calcium oxide and hydroxide of heading no. 2825
2523.10,Cement clinkers (whether or not coloured)
2523.21,"Cement; portland, white, whether or not artificially coloured"
2523.29,"Cement; portland, other than white, whether or not artificially coloured"
2523.30,"Cement; aluminous (ciment fondu), whether or not coloured or in the form of clinkers"
2523.90,Cement; hydraulic kinds n.e.c. in heading no. 2523
2524.10,Asbestos; crocidolite (blue asbestos)
2524.90,Asbestos; other than crocidolite (blue asbestos)
2525.10,Mica; crude and rifted into sheets or splittings
2525.20,Mica; powder
2525.30,Mica; waste
2526.10,"Steatite; natural, (not crushed or powdered), whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc"
2526.20,"Steatite; natural, crushed, powdered, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc"
2528.00,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight"
2529.10,Feldspar
2529.21,Fluorspar; containing by weight 97% or less of calcium fluoride
2529.22,Fluorspar; containing by weight more than 97% of calcium fluoride
2529.30,Leucite; nepheline and nepheline syenite
2530.10,"Vermiculite, perlite and chlorites; unexpanded"
2530.20,"Kieserite, epsomite (natural magnesium sulphates)"
2530.90,Mineral substances; n.e.c. in chapter 25
2601.11,Iron ores and concentrates; non-agglomerated
2601.12,Iron ores and concentrates; agglomerated (excluding roasted iron pyrites)
2601.20,Iron pyrites; roasted
2602.00,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight"
2603.00,Copper ores and concentrates
2604.00,Nickel ores and concentrates
2605.00,Cobalt ores and concentrates
2606.00,Aluminium ores and concentrates
2607.00,Lead ores and concentrates
2608.00,Zinc ores and concentrates
2609.00,Tin ores and concentrates
2610.00,Chromium ores and concentrates
2611.00,Tungsten ores and concentrates
2612.10,Uranium ores and concentrates
2612.20,Thorium ores and concentrates
2613.10,Molybdenum ores and concentrates; roasted
2613.90,Molybdenum ores and concentrates; other than roasted
2614.00,Titanium ores and concentrates
2615.10,Zirconium ores and concentrates
2615.90,"Niobium, tantalum, vanadium ores and concentrates"
2616.10,Silver ores and concentrates
2616.90,Precious metal ores and concentrates; (excluding silver)
2617.10,Antimony ores and concentrates
2617.90,Ores and concentrates n.e.c. in chapter 26; other than antimony
2618.00,"Slag, granulated (slag sand); from the manufacture or iron or steel"
2619.00,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel"
2620.11,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter"
2620.19,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, other than hard zinc spelter"
2620.21,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; leaded gasoline sludges and leaded anti-knock compound sludges"
2620.29,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; excluding leaded gasoline sludges and leaded anti-knock compound sludges"
2620.30,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly copper"
2620.40,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly aluminium"
2620.60,"Slag, ash and residues; (not from the manufacture of iron or steel), containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds"
2620.91,"Slag, ash and residues; (not from the manufacture of iron or steel), containing antimony, beryllium, cadmium, chromium or their mixtures"
